STATION,DATE,NAME,TEMP,DEWP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,MONTH
72389693144,2024-01-01,"VISALIA MUNICIPAL AIRPORT, CA US",48.3,46.6,10.8,5.2,2.4,8.0,57.0,41.0,0.0,1
72389693144,2024-01-02,"VISALIA MUNICIPAL AIRPORT, CA US",47.1,46.6,13.5,3.0,2.3,6.0,53.1,44.1,0.0,1
72389693144,2024-01-03,"VISALIA MUNICIPAL AIRPORT, CA US",48.4,46.6,9.9,5.4,4.1,9.9,55.9,43.0,0.37,1
72389693144,2024-01-04,"VISALIA MUNICIPAL AIRPORT, CA US",45.0,43.6,13.3,7.6,3.4,8.0,52.0,37.4,0.04,1
72389693144,2024-01-05,"VISALIA MUNICIPAL AIRPORT, CA US",44.3,41.6,15.2,9.6,2.1,7.0,55.9,37.9,0.0,1
72389693144,2024-01-06,"VISALIA MUNICIPAL AIRPORT, CA US",42.7,40.900000000000006,12.8,5.9,2.5,5.1,52.0,33.8,0.0,1
72389693144,2024-01-07,"VISALIA MUNICIPAL AIRPORT, CA US",43.8,40.2,6.5,9.8,5.0,11.1,50.0,34.0,0.01,1
72389693144,2024-01-08,"VISALIA MUNICIPAL AIRPORT, CA US",39.1,34.1,13.5,9.9,3.8,6.0,51.1,30.0,0.0,1
72389693144,2024-01-09,"VISALIA MUNICIPAL AIRPORT, CA US",40.6,35.1,17.3,10.0,2.3,6.0,53.1,28.9,0.0,1
72389693144,2024-01-10,"VISALIA MUNICIPAL AIRPORT, CA US",47.3,40.4,10.0,9.6,3.3,8.9,57.0,28.9,0.0,1
72389693144,2024-01-11,"VISALIA MUNICIPAL AIRPORT, CA US",46.4,39.4,6.9,9.8,4.9,21.0,57.0,36.0,0.06,1
72389693144,2024-01-12,"VISALIA MUNICIPAL AIRPORT, CA US",39.9,35.1,14.1,10.0,3.0,7.0,52.0,30.0,0.0,1
72389693144,2024-01-13,"VISALIA MUNICIPAL AIRPORT, CA US",41.6,38.3,12.5,8.5,3.6,7.0,51.1,30.0,0.03,1
72389693144,2024-01-14,"VISALIA MUNICIPAL AIRPORT, CA US",46.2,43.6,9.1,6.0,2.9,5.1,60.8,37.4,0.0,1
72389693144,2024-01-15,"VISALIA MUNICIPAL AIRPORT, CA US",45.7,44.3,9.9,6.2,2.5,7.0,60.1,36.0,0.0,1
72389693144,2024-01-16,"VISALIA MUNICIPAL AIRPORT, CA US",46.0,47.1,10.3,0.9,2.0,6.0,51.1,39.0,0.0,1
72389693144,2024-01-17,"VISALIA MUNICIPAL AIRPORT, CA US",50.7,49.9,7.7,3.6,3.0,6.0,60.8,46.4,0.02,1
72389693144,2024-01-18,"VISALIA MUNICIPAL AIRPORT, CA US",52.1,50.5,9.2,3.8,2.4,6.0,60.1,45.0,0.0,1
72389693144,2024-01-19,"VISALIA MUNICIPAL AIRPORT, CA US",51.7,51.1,5.9,3.8,2.9,7.0,64.9,44.1,0.0,1
72389693144,2024-01-20,"VISALIA MUNICIPAL AIRPORT, CA US",55.9,52.7,1.0,8.8,3.8,8.0,64.9,44.1,0.07,1
72389693144,2024-01-21,"VISALIA MUNICIPAL AIRPORT, CA US",56.1,52.6,0.7,9.8,4.0,6.0,64.9,50.0,0.1,1
72389693144,2024-01-22,"VISALIA MUNICIPAL AIRPORT, CA US",55.3,52.1,997.7,9.5,4.2,7.0,64.9,50.0,0.48,1
72389693144,2024-01-23,"VISALIA MUNICIPAL AIRPORT, CA US",55.2,54.7,2.6,8.0,3.4,9.9,62.6,51.8,0.11,1
72389693144,2024-01-24,"VISALIA MUNICIPAL AIRPORT, CA US",52.3,51.6,9.3,8.3,3.8,8.9,62.1,48.0,0.18,1
